id,name,lang,status,phase,category,category_name,tier,countries,country_count,href,revenue,est_traffic,est_revenue,priority,is_new,pro_bundle,tool_count
seed-rate-mz,Mozambique Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,MZ,1,/agriculture/seed-rate/mozambique,Freemium,350,5,50,,,1
seed-rate-na,Namibia Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,NA,1,/agriculture/seed-rate/namibia,Freemium,350,5,50,,,1
seed-rate-ne,Niger Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,NE,1,/agriculture/seed-rate/niger,Freemium,350,5,50,,,1
seed-rate-ng,Nigeria Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,NG,1,/agriculture/seed-rate/nigeria,Freemium,350,5,50,,,1
seed-rate-rw,Rwanda Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,RW,1,/agriculture/seed-rate/rwanda,Freemium,350,5,50,,,1
seed-rate-sc,Seychelles Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,SC,1,/agriculture/seed-rate/seychelles,Freemium,350,5,50,,,1
seed-rate-sd,Sudan Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,SD,1,/agriculture/seed-rate/sudan,Freemium,350,5,50,,,1
seed-rate-sl,Sierra Leone Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,SL,1,/agriculture/seed-rate/sierra-leone,Freemium,350,5,50,,,1
seed-rate-sn,Senegal Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,SN,1,/agriculture/seed-rate/senegal,Freemium,350,5,50,,,1
seed-rate-so,Somalia Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,SO,1,/agriculture/seed-rate/somalia,Freemium,350,5,50,,,1
seed-rate-ss,South Sudan Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,SS,1,/agriculture/seed-rate/south-sudan,Freemium,350,5,50,,,1
seed-rate-st,Sao Tome and Principe Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,ST,1,/agriculture/seed-rate/sao-tome-and-principe,Freemium,350,5,50,,,1
seed-rate-sz,Eswatini Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,SZ,1,/agriculture/seed-rate/eswatini,Freemium,350,5,50,,,1
seed-rate-td,Chad Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,TD,1,/agriculture/seed-rate/chad,Freemium,350,5,50,,,1
seed-rate-tg,Togo Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,TG,1,/agriculture/seed-rate/togo,Freemium,350,5,50,,,1
seed-rate-tn,Tunisia Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,TN,1,/agriculture/seed-rate/tunisia,Freemium,350,5,50,,,1
seed-rate-tz,Tanzania Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,TZ,1,/agriculture/seed-rate/tanzania,Freemium,350,5,50,,,1
seed-rate-ug,Uganda Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,UG,1,/agriculture/seed-rate/uganda,Freemium,350,5,50,,,1
seed-rate-za,South Africa Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,ZA,1,/agriculture/seed-rate/south-africa,Freemium,350,5,50,,,1
seed-rate-zm,Zambia Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,ZM,1,/agriculture/seed-rate/zambia,Freemium,350,5,50,,,1
seed-rate-zw,Zimbabwe Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,ZW,1,/agriculture/seed-rate/zimbabwe,Freemium,350,5,50,,,1
soil-ph-calculator,Soil pH Calculator,en,live,LIVE,agriculture,Agriculture,T3,ALL,1,/agriculture/soil-ph/,Freemium,8000,100,76,,,1
storage-loss,Grain Storage Loss Calculator,en,live,LIVE,agriculture,Agriculture,T3,ALL,1,/agriculture/storage-loss/,Freemium,12000,150,79,,,1
tractor-calculator,Tractor/Equipment Lease vs Buy,en,live,LIVE,agriculture,Agriculture,T3,ALL,1,/agriculture/tractor-calculator/,Free,6000,60,72,,,1
vaccination-schedule,Livestock Vaccination Schedule,en,live,LIVE,agriculture,Agriculture,T3,ALL,1,/agriculture/vaccination-schedule/,Freemium,8000,80,72,,,55
warehouse-receipt,Warehouse Receipt Financing Calculator,en,live,LIVE,agriculture,Agriculture,T3,ALL,1,/agriculture/warehouse-receipt/,Freemium,4000,55,72,,,1
career-growth,Career Growth Trajectory Calculator,en,live,LIVE,career,Career & Development,T3,ALL,1,/tools/career-growth/,Freemium,1000,15,50,,,1
career-switch,Career Switch Financial Impact Calculator Africa,en,live,LIVE,career,Career & Development,T3,ALL,1,/tools/career-switch/,Freemium,1000,15,50,,,1
retirement-readiness,Retirement Readiness Score,en,live,LIVE,career,Career & Development,T3,ALL,1,/tools/retirement-readiness/,Freemium,1000,15,50,,,1
salary-negotiation,Salary Negotiation Calculator Africa — Market Rates & Counter-Offer,en,live,LIVE,career,Career & Development,T3,ALL,1,/tools/salary-negotiation/,Freemium,1000,15,50,,,1
air-quality,Air Quality Index Tracker Africa — 15 Countries,en,live,LIVE,climate,Climate & Environment,T3,ALL,1,/tools/air-quality/,Freemium,1000,15,50,,,2
carbon-credit,Carbon Credit Revenue Calculator Africa — 15 Countries,en,live,LIVE,climate,Climate & Environment,T3,ALL,1,/tools/carbon-credit/,Freemium,1000,15,50,,,2
ewaste-value,E-Waste Collection Value Calculator Africa — Find What Your Old Electronics Are Worth,en,live,LIVE,climate,Climate & Environment,T3,ALL,1,/tools/ewaste-value/,Freemium,1000,15,50,,,1
flood-risk,Flood Risk Assessment Tool Africa — 15 Countries,en,live,LIVE,climate,Climate & Environment,T3,ALL,1,/tools/flood-risk/,Freemium,1000,15,50,,,2
sustainability-scorecard,Sustainable Business Scorecard Africa — Get Your A–F Sustainability Rating,en,live,LIVE,climate,Climate & Environment,T3,ALL,1,/tools/sustainability-scorecard/,Freemium,1000,15,50,,,1
tree-planting-roi,Tree Planting ROI Calculator Africa — 25-Year Carbon & Timber Returns,en,live,LIVE,climate,Climate & Environment,T3,ALL,1,/tools/tree-planting-roi/,Freemium,1000,15,50,,,1
african-palette,"African Color Palette Generator — Kente, Ankara, Savanna",en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/african-palette/,Freemium,1000,15,50,,,1
afrostream,AfroStream — Africa's Creator Streaming Hub,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/afrostream/,Freemium,1000,15,50,,,1
art-commission,Art Commission Price Calculator — Africa,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/art-commission/,Freemium,1000,15,50,,,1
book-publishing-cost,Book Publishing Cost Calculator — Africa,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/book-publishing-cost/,Freemium,1000,15,50,,,1
creator-analytics,CreatorAnalytics — Content Performance Tracker,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-analytics/,Freemium,1000,15,50,,,1
creator-bios,"BioForge — One Tap, Every Platform Bio",en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-bios/,Freemium,1000,15,50,,,1
creator-brand,CreatorBrand — Brand Kit Manager,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-brand/,Freemium,1000,15,50,,,1
creator-calendar,CreatorCalendar — Never Stare at a Blank Screen Again,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-calendar/,Freemium,1000,15,50,,,1
creator-canvas,CreatorCanvas — Thumbnail & Graphics Studio for African Creators,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-canvas/,Freemium,1000,15,50,,,1
creator-captions,CaptionCraft — AI Caption Writer for Social Media,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-captions/,Freemium,1000,15,50,,,1
creator-carousel,"CarouselStudio — Carousel Maker for Instagram, TikTok, LinkedIn & More",en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-carousel/,Freemium,1000,15,50,,,1
creator-clip,CreatorClip — Video Clipper & Auto-Captioner,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-clip/,Freemium,1000,15,50,,,1
creator-club,CreatorClub — Membership & Community Platform,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-club/,Freemium,1000,15,50,,,1
creator-course,CreatorCourse — Course & Digital Product Builder,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-course/,Freemium,1000,15,50,,,1
creator-desk,CreatorDesk — Client & Project Manager,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-desk/,Freemium,1000,15,50,,,1
creator-hashtags,TagWave — Hashtag Generator for Creators,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-hashtags/,Freemium,1000,15,50,,,1
creator-hooks,HookFactory — Video Hook Generator for African Creators,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-hooks/,Freemium,1000,15,50,,,1
creator-invoice,CreatorInvoice — Invoice & Quote Builder for African Creators,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-invoice/,Freemium,1000,15,50,,,1
creator-kit,CreatorKit — Media Kit & Rate Card Builder,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-kit/,Freemium,1000,15,50,,,1
creator-mail,CreatorMail — Newsletter Builder for Creators,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-mail/,Freemium,1000,15,50,,,1
creator-mind,CreatorMind — AI Creative Brief & Script Writer,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-mind/,Freemium,1000,15,50,,,1
creator-money,CreatorMoney — See the Truth. Build the Bag.,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-money/,Freemium,1000,15,50,,,1
creator-page,CreatorPage — One Link. Everything You.,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-page/,Freemium,1000,15,50,,,1
creator-polish,CreatorPolish — AI Writing & Grammar Tool for African English,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-polish/,Freemium,1000,15,50,,,1
creator-pricing,CreatorPricing — Know Your Worth. Charge It.,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-pricing/,Freemium,1000,15,50,,,1
creator-record,CreatorRecord — Browser Screen Recorder,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-record/,Freemium,1000,15,50,,,1
creator-repurpose,"Repurpose — One Video, Five Platforms, Zero Extra Work",en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-repurpose/,Freemium,1000,15,50,,,1
creator-research,CreatorResearch — AI Research Assistant for Content Creators,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-research/,Freemium,1000,15,50,,,1
creator-resize,ResizeKit — Social Media Image Resizer for Creators,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-resize/,Freemium,1000,15,50,,,1
creator-schedule,CreatorSchedule — Social Media Scheduler & Calendar,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-schedule/,Freemium,1000,15,50,,,1
creator-scripts,ScriptPad — Video Script Generator for Creators,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-scripts/,Freemium,1000,15,50,,,1
creator-split,CreatorSplit — Collabs Without the Drama,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-split/,Freemium,1000,15,50,,,1
creator-stock,CreatorStock — Free Stock Media Browser,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-stock/,Freemium,1000,15,50,,,1
creator-team,CreatorTeam — Collaboration Workspace for Creator Teams,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-team/,Freemium,1000,15,50,,,1
creator-thumb,"ThumbnailForge — Thumbnail Maker for YouTube, TikTok, Instagram & More",en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-thumb/,Freemium,1000,15,50,,,1
creator-titles,TitleSmith — Title & Headline Generator for Creators,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-titles/,Freemium,1000,15,50,,,1
creator-voice,CreatorVoice — Audio Recorder & Editor,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/creator-voice/,Freemium,1000,15,50,,,1
engagement-rate,TikTok / Instagram Engagement Rate Calculator — Africa,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/engagement-rate/,Freemium,1000,15,50,,,1
linkedin-optimizer,LinkedIn Profile Optimizer for African Professionals,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/linkedin-optimizer/,Freemium,1000,15,50,,,1
music-royalty-splitter,Music Royalty Splitter — Africa,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/music-royalty-splitter/,Freemium,1000,15,50,,,1
personal-brand-audit,Personal Brand Audit Tool for African Professionals,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/personal-brand-audit/,Freemium,1000,15,50,,,1
photography-pricing,Photography Session Pricing Tool — Africa,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/photography-pricing/,Freemium,1000,15,50,,,1
podcast-monetization,Podcast Monetization Calculator — Africa,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/podcast-monetization/,Freemium,1000,15,50,,,1
self-publishing-royalty,Self-Publishing Royalty Calculator — Africa,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/self-publishing-royalty/,Freemium,1000,15,50,,,1
social-media-calendar,Social Media Content Calendar Generator — Africa,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/social-media-calendar/,Freemium,1000,15,50,,,1
wedding-photo-package,Wedding Photography Package Builder — Africa,en,live,LIVE,creative,Creative Economy,T3,ALL,1,/tools/wedding-photo-package/,Freemium,1000,15,50,,,1
age-calculator,Age Calculator,en,live,LIVE,data-productivity,Business & ROI,T3,ALL,1,/tools/age-calculator/,Free,6000,48,67,,,1
budget-planner,Monthly Budget Planner,en,live,LIVE,data-productivity,Business & ROI,T2,ALL,1,/tools/budget-planner/,Freemium,8000,200,82,,,1
countdown-timer,Event Countdown Timer,en,live,LIVE,data-productivity,Business & ROI,T3,ALL,1,/tools/countdown-timer/,Free,4000,30,62,,,1
grade-tracker,Student Grade Tracker,en,live,LIVE,data-productivity,Business & ROI,T2,ALL,1,/tools/grade-tracker/,Freemium,6000,120,72,,,1
meeting-cost,Meeting Cost Calculator,en,live,LIVE,data-productivity,Business & ROI,T3,ALL,1,/tools/meeting-cost/,Free,3000,24,60,,,1
pomodoro,Pomodoro Timer,en,live,LIVE,data-productivity,Business & ROI,T3,ALL,1,/tools/pomodoro/,Free,5000,40,68,,,1
public-holidays,African Public Holiday Calendar,en,live,LIVE,data-productivity,Business & ROI,T2,ALL,1,/tools/public-holidays/,Freemium,6000,120,72,,,1
random-picker,Random Name/Number Picker,en,live,LIVE,data-productivity,Business & ROI,T3,ALL,1,/tools/random-picker/,Free,5000,40,64,,,1
time-zone,African Time Zone Converter,en,live,LIVE,data-productivity,Business & ROI,T3,ALL,1,/tools/time-zone/,Free,5000,40,66,,,1
tip-calculator,Tip & Bill Splitter,en,live,LIVE,data-productivity,Business & ROI,T3,ALL,1,/tools/tip-calculator/,Free,4000,32,62,,,1
unit-converter,Unit Converter (African),en,live,LIVE,data-productivity,Business & ROI,T3,ALL,1,/tools/unit-converter/,Ad-supported,10000,120,87,,,1
working-days,Working Days Calculator,en,live,LIVE,data-productivity,Business & ROI,T3,ALL,1,/tools/working-days/,Free,5000,40,66,,,1
african-api-directory,"African API Directory — Fintech, Gov, Telecom APIs",en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/african-api-directory/,Freemium,1000,15,50,,,1
african-domains,African Domain Checker — .ng .ke .za .gh TLDs Guide,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/african-domains/,Freemium,1000,15,50,,,1
api-tester,API Tester (Postman Lite),en,live,LIVE,developer,Developer Tools,T2,ALL,1,/tools/api-tester/,Freemium,5000,200,77,,,1
base64,Base64 Encoder/Decoder,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/base64/,Free,6000,60,76,,,1
color-contrast,WCAG Contrast Checker,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/color-contrast/,Free,4000,30,67,,,1
commit-message-gen,Commit Message Generator — Conventional Commits,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/commit-message-gen/,Freemium,1000,15,50,,,1
cron-builder,Cron Expression Builder,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/cron-builder/,Free,4000,40,70,,,1
css-gradient,CSS Gradient Generator,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/css-gradient/,Free,5000,40,70,,,1
data-converter,Data Format Converter,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/data-converter/,Free + API,7000,70,78,,,1
dev-tools,"Developer Tools for Africa — JSON, Regex, JWT, Hash, UUID",en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/dev-tools/,Freemium,1000,15,50,,,1
diff-checker,Text/Code Diff Checker,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/diff-checker/,Free,5000,40,73,,,1
docker-compose-gen,Docker Compose Generator — African Developer Tool,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/docker-compose-gen/,Freemium,1000,15,50,,,1
hash-generator,Hash Generator,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/hash-generator/,Free,5000,50,75,,,1
hosting-compare,Hosting Cost Comparator for African Developers,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/hosting-compare/,Freemium,1000,15,50,,,1
htaccess-gen,.htaccess Generator,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/htaccess-gen/,Free,3000,25,64,,,1
html-entities,HTML Entity Encoder,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/html-entities/,Free,3000,25,65,,,1
json-formatter,JSON Formatter & Validator,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/json-formatter/,Free,15000,150,90,,,1
jwt-decoder,JWT Decoder,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/jwt-decoder/,Free,4000,40,70,,,1
markdown-editor,Markdown Editor,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/markdown-editor/,Free,6000,50,74,,,1
meta-tag-gen,Meta Tag Generator,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/meta-tag-gen/,Free,4000,30,68,,,1
meta-tag-generator,SEO Meta Tag Generator,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/meta-tag-generator/,Free,7000,70,72,,,1
password-gen,Password Generator,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/password-generator/,Free,5000,40,64,,,1
pwa-manifest,PWA Manifest Generator — Web App Manifest for African Devs,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/pwa-manifest/,Freemium,1000,15,50,,,1
regex-tester,Regex Tester,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/regex-tester/,Free,5000,50,74,,,1
robots-txt,Robots.txt Generator,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/robots-txt/,Free,3000,25,64,,,1
sitemap-gen,Sitemap Generator,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/sitemap-gen/,Free,4000,35,67,,,1
sql-formatter,SQL Formatter & Validator,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/sql-formatter/,Free,6000,60,70,,,1
sql-playground,SQL Playground,en,live,LIVE,developer,Developer Tools,T2,ALL,1,/tools/sql-playground/,Freemium,4000,150,74,,,1
url-encoder,URL Encoder/Decoder,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/url-encoder/,Free,5000,40,72,,,1
ussd-flow-builder,USSD Flow Builder — Visual USSD Menu Designer,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/ussd-flow-builder/,Freemium,1000,15,50,,,1
ussd-simulator,USSD Code Simulator,en,live,LIVE,developer,Developer Tools,T1,ALL,1,/tools/ussd-simulator/,Premium export,4000,300,78,,,1
uuid-generator,UUID Generator,en,live,LIVE,developer,Developer Tools,T3,ALL,1,/tools/uuid-generator/,Free,4000,30,68,,,1
immigration-points,"Immigration Points Calculator — Canada CRS, Australia Points, UK Skilled Worker",en,live,LIVE,diaspora,Diaspora,T3,ALL,1,/tools/immigration-points/,Freemium,1000,15,50,,,1
visa-tracker,"Visa Application Tracker — UK, Canada, Australia, USA, UAE",en,live,LIVE,diaspora,Diaspora,T3,ALL,1,/tools/visa-tracker/,Freemium,1000,15,50,,,1
business-plan,Business Plan Builder,en,live,LIVE,document-pdf,Document & PDF,T1,ALL,1,/tools/business-plan/,Premium export,8000,400,85,,,1
cover-letter,Cover Letter Generator,en,live,LIVE,document-pdf,Document & PDF,T2,ALL,1,/tools/cover-letter-generator/,Freemium,12000,400,90,,,1
cv-builder,CV / Resume Builder,en,live,LIVE,document-pdf,Document & PDF,T1,ALL,1,/tools/cv-builder/,Premium templates,20000,800,97,,,1
document-pdf,Document & PDF Tools for Africa,en,live,LIVE,document-pdf,Document & PDF,T3,ALL,1,/document-pdf/,Freemium,1000,15,50,,,1
freelance-invoice,"Freelance Invoice Generator for Africa — Paystack, Flutterwave",en,live,LIVE,document-pdf,Document & PDF,T3,ALL,1,/tools/freelance-invoice/,Freemium,1000,15,50,,,1
html-to-pdf,HTML to PDF Converter,en,live,LIVE,document-pdf,Document & PDF,T3,ALL,1,/tools/html-to-pdf/,Freemium,8000,100,82,,,1
invoice-generator,Invoice Generator,en,live,LIVE,document-pdf,Document & PDF,T2,ALL,1,/tools/invoice-generator/,Premium branding,15000,600,95,,,1
meeting-minutes,Meeting Minutes Generator,en,live,LIVE,document-pdf,Document & PDF,T2,ALL,1,/tools/meeting-minutes/,Freemium,10000,300,88,,,1
pdf-bates,PDF Bates Stamping,en,live,LIVE,document-pdf,Document & PDF,T3,ALL,1,/tools/pdf-bates/,Freemium,3000,50,75,,,1
pdf-chat,AI Chat with PDF,en,live,LIVE,document-pdf,Document & PDF,T1,ALL,1,/tools/pdf-chat/,Freemium,20000,600,93,,yes,1
pdf-compare,PDF Compare Tool,en,live,LIVE,document-pdf,Document & PDF,T2,ALL,1,/tools/pdf-compare/,Freemium,8000,150,86,,,1
